,Title,Brand,design,conn,Use,Num_reviews,rating,Price,country,segment
0,audifonos deportivos samsung inalambricos itfit a80c - negro,SAMSUNG,Headphones,bluetooth,No-gamer,0.0,4.5,95900,Korea,Mobil accessories
1,airpods serie 3 y pro bluetooth compatibles iphone y android,APPLE,in-ear,bluetooth,No-gamer,0.0,4.5,119000,USA,Mobil accessories
2,audifonos in-ear xiaomi mi headphones basic negro,XIAOMI,in-ear,wire,No-gamer,390.0,4.5,27821,China,Mobil accessories
3,audifonos in-ear inalambricos xiaomi redmi airdots 3 blanco,XIAOMI,in-ear,bluetooth,No-gamer,286.0,4.5,137999,China,Mobil accessories
5,audifonos in-ear gamer inalambricos xiaomi redmi airdots 2 negro,XIAOMI,in-ear,bluetooth,gamer,111.0,4.5,49000,China,Mobil accessories
6,audifonos maxell studio st-200 negro,MAXELL,Headphones,wire,No-gamer,108.0,4.5,46800,Japan,Mobil accessories
7,audifonos in-ear inalambricos lenovo livepods lp40 pro,LENOVO,in-ear,bluetooth,No-gamer,0.0,4.5,100000,China,Mobil accessories
9,audifonos in-ear inalambricos jbl endurance race negro,JBL,in-ear,bluetooth,No-gamer,22.0,4.5,429900,USA,high-end
11,audifonos in-ear inalambricos jbl wave 300tws blanco,JBL,in-ear,bluetooth,No-gamer,95.0,4.5,319000,USA,high-end
12,apple earpods con conector lightning - blanco,APPLE,Headphones,wire,No-gamer,152.0,4.5,70900,USA,Mobil accessories
13,audifonos in-ear gamer inalambricos lenovo xg01 rosa con luz led,LENOVO,in-ear,bluetooth,gamer,42.0,4.5,158900,China,Mobil accessories
14,audifonos in-ear inalambricos sony wi-c310 black,SONY,in-ear,bluetooth,No-gamer,274.0,4.5,139900,Japan,high-end
16,audifonos gamer inalambricos lenovo lp7 blanco,LENOVO,Headphones,bluetooth,gamer,184.0,4.5,106134,China,Mobil accessories
17,audifonos diadema maxell hs-hmic microfono conex usb con control de volumen y mute,MAXELL,Headphones,wire,No-gamer,20.0,4.5,79900,Japan,Mobil accessories
19,audifonos inalambricos sony wh-ch710n negro,SONY,Headphones,bluetooth,No-gamer,83.0,4.5,849900,Japan,high-end
20,audifonos in-ear gamer inalambricos xiaomi redmi airdots 3 pro gris glaciar,XIAOMI,in-ear,bluetooth,gamer,167.0,4.5,299980,China,Mobil accessories
21,audifonos in-ear inalambricos sony wf-c500 blanco,SONY,in-ear,bluetooth,No-gamer,246.0,4.5,549899,Japan,high-end
23,audifonos inalambricos jbl tune 510bt azul,JBL,Headphones,bluetooth,No-gamer,533.0,4.5,194900,USA,high-end
24,audifonos in-ear inalambricos lenovo livepods lp1 negro,LENOVO,in-ear,bluetooth,No-gamer,177.0,4.5,79900,China,Mobil accessories
27,audifonos in-ear gamer inalambricos lenovo xg01 gris con luz led,LENOVO,in-ear,bluetooth,gamer,42.0,4.5,146000,China,Mobil accessories
28,apple airpods pro (2ª generacion),APPLE,in-ear,wire,No-gamer,6.0,4.5,1299000,USA,Mobil accessories
29,audifonos lenovo bluetooth he05 magneticos y ajustables,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,59900,China,Mobil accessories
30,auriculares bluetooth f9 8d mejor que xiaomi earpods tactil,XIAOMI,Headphones,bluetooth,No-gamer,0.0,4.5,70000,China,Mobil accessories
31,audifonos inalambricos jbl tune 125bt black,JBL,Headphones,bluetooth,No-gamer,117.0,4.5,163000,USA,high-end
33,audifonos in-ear samsung tuned by akg black,SAMSUNG,in-ear,wire,No-gamer,351.0,4.5,18000,Korea,Mobil accessories
34,audifonos logitech h111 gris,LOGITECH,Headphones,wire,No-gamer,235.0,4.5,64589,Swiss,high-end
35,audifonos in-ear gamer inalambricos xiaomi mi true wireless earbuds basic 2s negro,XIAOMI,in-ear,bluetooth,gamer,43.0,4.5,96615,China,Mobil accessories
36,audifonos in-ear gamer inalambricos sony linkbuds s negro,SONY,in-ear,bluetooth,gamer,24.0,4.5,1129900,Japan,high-end
37,audifonos in-ear inalambricos lenovo livepods lp1 blanco y gris,LENOVO,in-ear,bluetooth,No-gamer,177.0,4.5,74000,China,Mobil accessories
38,audifonos inalambricos jbl tune 510bt rosa,JBL,Headphones,bluetooth,No-gamer,533.0,4.5,409900,USA,high-end
39,audifonos in-ear xiaomi mi headphones basic plateado,XIAOMI,in-ear,wire,No-gamer,390.0,4.5,22650,China,Mobil accessories
40,audifonos inalambricos sony 1000x series wh-1000xm5 platinum silver,SONY,Headphones,bluetooth,No-gamer,84.0,4.5,1324900,Japan,high-end
41,audifonos inalambricos samsung level u2 negro,SAMSUNG,Headphones,bluetooth,No-gamer,27.0,4.5,199000,Korea,Mobil accessories
44,audifonos in-ear inalambricos jbl wave 100tws black,JBL,in-ear,bluetooth,No-gamer,68.0,4.5,277000,USA,high-end
45,audifonos gamer jbl quantum 100 negro,JBL,Headphones,wire,gamer,107.0,4.5,180000,USA,high-end
46,audifonos inalambricos jbl tune 760nc black,JBL,Headphones,bluetooth,No-gamer,15.0,4.5,379900,USA,high-end
48,audifonos in-ear gamer inalambricos haylou t series t15 negro,HAYLOU,in-ear,bluetooth,gamer,181.0,4.5,159000,China,Mobil accessories
49,audifonos sony zx series mdr-zx110 rosa,SONY,Headphones,wire,No-gamer,799.0,4.5,73200,Japan,high-end
50,audifonos in-ear gamer inalambricos samsung galaxy buds2 pro graphite,SAMSUNG,in-ear,bluetooth,gamer,20.0,4.5,789900,Korea,Mobil accessories
51,audifonos in-ear inalambricos sony 1000x series wf-1000xm4 plata,SONY,in-ear,bluetooth,No-gamer,112.0,4.5,1499904,Japan,high-end
52,airpods 3ra generacion tipo aaa audifonos inalambricos,APPLE,in-ear,bluetooth,No-gamer,14.0,4.5,101524,USA,Mobil accessories
54,audifonos in-ear inalambricos lenovo livepods lp1 blanco y rojo,LENOVO,in-ear,bluetooth,No-gamer,177.0,4.5,74000,China,Mobil accessories
58,audifonos in-ear inalambricos lenovo livepods lp1s blanco,LENOVO,in-ear,bluetooth,No-gamer,71.0,4.5,97600,China,Mobil accessories
60,audifonos audio-technica m-series ath-m30x negro,AUDIO-TECHNICA,Headphones,wire,No-gamer,60.0,4.5,428000,Japan,professional
61,audifonos 100% lenovo livepods lp75 bluetooth 5.3 negro ya!!,LENOVO,Headphones,bluetooth,No-gamer,20.0,4.5,115831,China,Mobil accessories
62,audifonos in-ear inalambricos jbl endurance race blanco,JBL,in-ear,bluetooth,No-gamer,22.0,4.5,429900,USA,high-end
65,audifonos sony zx series mdr-zx110 blanco,SONY,Headphones,wire,No-gamer,799.0,4.5,50900,Japan,high-end
66,audifonos logitech h390 negro,LOGITECH,Headphones,wire,No-gamer,418.0,4.5,156900,Swiss,high-end
67,audifonos in-ear samsung ehs61asfwe blanco,SAMSUNG,in-ear,wire,No-gamer,81.0,4.5,14900,Korea,Mobil accessories
68,audifonos sony zx series mdr-zx110ap negro,SONY,Headphones,wire,No-gamer,565.0,4.5,61900,Japan,high-end
69,audifonos in-ear motorola earbuds 2 negro,MOTOROLA,in-ear,wire,No-gamer,89.0,4.5,39192,USA,Mobil accessories
70,audifonos inalambricos soundcore life series life q30 black,SOUNDCORE,Headphones,bluetooth,No-gamer,54.0,4.5,434990,China,high-end
71,audifonos in-ear gamer inalambricos haylou gt series gt7 blanco,HAYLOU,in-ear,bluetooth,gamer,61.0,4.5,132900,China,Mobil accessories
72,audifonos audio-technica m-series ath-m20x negro,AUDIO-TECHNICA,Headphones,wire,No-gamer,167.0,4.5,280000,Japan,professional
73,audifonos xiaomi in-ear inalambricos redmi airdots 2 negro,XIAOMI,in-ear,bluetooth,No-gamer,0.0,4.5,51900,China,Mobil accessories
74,audifonos in-ear sony ex series mdr-ex15ap blanco,SONY,in-ear,wire,No-gamer,554.0,4.5,34901,Japan,high-end
75,audifonos in-ear inalambricos haylou gt series gt3 negro,HAYLOU,in-ear,bluetooth,No-gamer,175.0,4.5,139900,China,Mobil accessories
77,audifonos jbl tune 500 negro,JBL,Headphones,wire,No-gamer,280.0,4.5,148000,USA,high-end
78,apple airpods (3ª generacion) con estuche de carga magsafe,APPLE,in-ear,wire,No-gamer,13.0,4.5,1000000,USA,Mobil accessories
80,audifonos in-ear inalambricos bose quietcomfort earbuds triple black,BOSE,in-ear,bluetooth,No-gamer,19.0,4.5,1250000,USA,professional
82,audifonos in-ear inalambricos huawei freelace amber sunrise,HUAWEI,in-ear,bluetooth,No-gamer,188.0,4.5,275900,China,Mobil accessories
83,audifonos inalambricos sony wi-xb400 azul,SONY,Headphones,bluetooth,No-gamer,115.0,4.5,199900,Japan,high-end
84,diadema manos libres bluetooth v5.0 25h motorola moto xt500+,MOTOROLA,in-ear,bluetooth,No-gamer,30.0,4.5,182211,USA,Mobil accessories
89,audifonos sennheiser hd 400s negro,SENNHEISER,Headphones,wire,No-gamer,43.0,4.5,269990,Germany,high-end
90,audifonos in-ear samsung tuned by akg white,SAMSUNG,in-ear,wire,No-gamer,351.0,4.5,49000,Korea,Mobil accessories
91,audifonos audio-technica m-series ath-m50x negro,AUDIO-TECHNICA,Headphones,wire,No-gamer,75.0,4.5,897600,Japan,professional
92,audifonos lenovo thinkplus livepods xt88 bluetooth 5.3 ya!!,LENOVO,Headphones,bluetooth,No-gamer,10.0,4.5,120000,China,Mobil accessories
94,audifonos in-ear jbl endurance run yellow,JBL,in-ear,wire,No-gamer,159.0,4.5,119900,USA,high-end
95,audifonos inalambricos bluetooth xiaomi redmi buds 3 lite,XIAOMI,Headphones,bluetooth,No-gamer,0.0,4.5,117890,China,Mobil accessories
97,audifonos inalambricos soundcore life series life q20 black,SOUNDCORE,Headphones,bluetooth,No-gamer,42.0,4.5,299900,China,high-end
99,audifonos in-ear gamer inalambricos samsung galaxy buds2 pro bora purple,SAMSUNG,in-ear,bluetooth,gamer,20.0,4.5,849900,Korea,Mobil accessories
100,audifonos sony zx series mdr-zx110ap blanco,SONY,Headphones,wire,No-gamer,565.0,4.5,61900,Japan,high-end
101,audifonos in-ear inalambricos lenovo livepods lp1s negro,LENOVO,in-ear,bluetooth,No-gamer,71.0,4.5,78200,China,Mobil accessories
102,audifonos audio-technica m-series ath-m40x negro,AUDIO-TECHNICA,Headphones,wire,No-gamer,122.0,4.5,647700,Japan,professional
103,audifonos inalambricos lenovo ht38 tws bluetooth 5.0,LENOVO,Headphones,bluetooth,No-gamer,24.0,4.5,59900,China,Mobil accessories
104,audifonos beats flex - gris ahumado,BEATS,Headphones,wire,No-gamer,52.0,4.5,226000,USA,high-end
106,audifonos inalambricos jbl tune 125bt blue,JBL,Headphones,bluetooth,No-gamer,117.0,4.5,164900,USA,high-end
107,audifonos lenovo x5  de conduccion osea resistente al agua,LENOVO,Headphones,wire,No-gamer,17.0,4.5,231517,China,Mobil accessories
110,audifonos beats solo³ wireless - matte black,BEATS,Headphones,wire,No-gamer,10.0,4.5,691000,USA,high-end
111,audifonos in-ear gamer inalambricos samsung galaxy buds2 pro white,SAMSUNG,in-ear,bluetooth,gamer,20.0,4.5,849900,Korea,Mobil accessories
114,audifonos in-ear inalambricos jbl wave 200tws black,JBL,in-ear,bluetooth,No-gamer,21.0,4.5,299900,USA,high-end
117,audifonos inalambricos sony wh-ch710n azul,SONY,Headphones,bluetooth,No-gamer,83.0,4.5,849900,Japan,high-end
121,audifonos in-ear sony ex series mdr-ex15ap purpura,SONY,in-ear,wire,No-gamer,554.0,4.5,34901,Japan,high-end
122,apple airpods (3ª generacion) con estuche de carga lightning,APPLE,in-ear,wire,No-gamer,6.0,4.5,1105000,USA,Mobil accessories
124,audifonos inalambricos lenovo ht38 earbuds,LENOVO,in-ear,bluetooth,No-gamer,0.0,4.5,59900,China,Mobil accessories
125,audifonos in-ear xiaomi mi piston basic edition negro,XIAOMI,in-ear,wire,No-gamer,15.0,4.5,10032,China,Mobil accessories
126,audifonos in-ear inalambricos samsung galaxy buds2 lila,SAMSUNG,in-ear,bluetooth,No-gamer,135.0,4.5,419920,Korea,Mobil accessories
129,lenovo auriculares deportivos inalambricos sh1 bluetooth 5.0,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,65000,China,Mobil accessories
130,audifonos in-ear motorola earbuds 2 blanco,MOTOROLA,in-ear,wire,No-gamer,89.0,4.5,59900,USA,Mobil accessories
133,audifonos inpods 12 bluetooth 5.0 multicolor touch,OTHER,Headphones,bluetooth,No-gamer,0.0,4.5,37999,China,Other
134,audifonos inalambricos sony wh-xb910n negro,SONY,Headphones,bluetooth,No-gamer,33.0,4.5,1099900,Japan,high-end
135,audifonos in-ear gamer inalambricos xiaomi mi true wireless earbuds basic 2 negro,XIAOMI,in-ear,bluetooth,gamer,124.0,4.5,76500,China,Mobil accessories
138,audifonos in-ear inalambricos sony wi-c310 blue,SONY,in-ear,bluetooth,No-gamer,274.0,4.5,176714,Japan,high-end
139,audifonos bluetooth maxell one quick response carga rapida,MAXELL,Headphones,bluetooth,No-gamer,22.0,4.5,199900,Japan,Mobil accessories
140,audifonos in-ear inalambricos bose quietcomfort earbuds soapstone,BOSE,in-ear,bluetooth,No-gamer,19.0,4.5,978990,USA,professional
143,audifonos in-ear inalambricos huawei freebuds 3 negro carbon,HUAWEI,in-ear,bluetooth,No-gamer,44.0,4.5,389900,China,Mobil accessories
146,audifonos 100% lenovo livepods xt80 bluetooth 5.3 negro ya!!,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,122500,China,Mobil accessories
147,audifonos samsung itfit a08c inalambrico negro.,SAMSUNG,Headphones,bluetooth,No-gamer,61.0,4.5,70055,Korea,Mobil accessories
148,audifonos inalambricos sony wi-xb400 negro,SONY,Headphones,bluetooth,No-gamer,115.0,4.5,199900,Japan,high-end
149,audifonos gamer logitech g series g332 black,LOGITECH,Headphones,wire,gamer,287.0,4.5,305765,Swiss,high-end
150,audifonos inalambricos jbl tune 500bt negro,JBL,Headphones,bluetooth,No-gamer,522.0,4.5,181000,USA,high-end
151,audifonos inalambricos jbl tune 230nc tws cancelacion ruido color blanco,JBL,Headphones,bluetooth,No-gamer,61.0,4.5,399500,USA,high-end
153,audifonos inalambricos sony 1000x series wh-1000xm4 silver,SONY,Headphones,bluetooth,No-gamer,506.0,4.5,2257900,Japan,high-end
154,audifonos in-ear inalambricos jbl tune 125tws negro,JBL,in-ear,bluetooth,No-gamer,12.0,4.5,390000,USA,high-end
155,audifonos inalambricos sony wh-ch710n blanco,SONY,Headphones,bluetooth,No-gamer,83.0,4.5,849900,Japan,high-end
157,audifonos in-ear inalambricos jbl wave 100tws ivory,JBL,in-ear,bluetooth,No-gamer,68.0,4.5,240306,USA,high-end
160,audifonos inalambricos jbl live 400bt negro,JBL,Headphones,bluetooth,No-gamer,7.0,4.5,499900,USA,high-end
163,audifonos behringer hpm1000 black,BEHRINGER,Headphones,wire,No-gamer,125.0,4.5,92990,Germany,professional
165,apple earpods con conector de 3.5 mm - blanco,APPLE,Headphones,wire,No-gamer,198.0,4.5,70000,USA,Mobil accessories
167,audifonos in-ear inalambricos huawei freebuds 3 blanco ceramica,HUAWEI,in-ear,bluetooth,No-gamer,44.0,4.5,319000,China,Mobil accessories
170,audifonos gamer jbl quantum 300 negro,JBL,Headphones,wire,gamer,23.0,4.5,251337,USA,high-end
171,audifonos in-ear inalambricos samsung galaxy buds pro negro,SAMSUNG,in-ear,bluetooth,No-gamer,36.0,4.5,850900,Korea,Mobil accessories
172,audifonos lenovo x4 conduccion osea 100% original envio ya!!,LENOVO,Headphones,wire,No-gamer,0.0,4.5,178000,China,Mobil accessories
174,audifonos sony zx series mdr-zx310ap white,SONY,Headphones,wire,No-gamer,900.0,4.5,74900,Japan,high-end
178,audifonos in-ear gamer inalambricos sony linkbuds s crema,SONY,in-ear,bluetooth,gamer,24.0,4.5,1129900,Japan,high-end
179,audifonos in-ear xiaomi mi capsule earphones,XIAOMI,in-ear,wire,No-gamer,0.0,4.5,44890,China,Mobil accessories
182,audifonos in-ear gamer jbl quantum 50 black,JBL,in-ear,wire,gamer,106.0,4.5,125600,USA,high-end
187,audifonos gamer thinkplus inalambricos lenovo livepods xt92,LENOVO,Headphones,bluetooth,gamer,23.0,4.5,82458,China,Mobil accessories
188,audifonos inalambricos jbl tune 500bt blanco,JBL,Headphones,bluetooth,No-gamer,522.0,4.5,190000,USA,high-end
189,audifonos gamer inalambricos jbl quantum 600 negro con luz led,JBL,Headphones,bluetooth,gamer,11.0,4.5,799900,USA,high-end
190,manos libres audifonos samsung akg s8 s9 + original,SAMSUNG,in-ear,wire,No-gamer,0.0,4.5,44000,Korea,Mobil accessories
192,auriculares in-ear lenovo thinkplus lp40 pro,LENOVO,in-ear,wire,No-gamer,0.0,4.5,106000,China,Mobil accessories
194,audifonos in-ear inalambricos skullcandy indy black,SKULLCANDY,in-ear,bluetooth,No-gamer,4.0,4.5,300000,USA,high-end
199,audifonos in-ear inalambricos jbl wave 200tws white,JBL,in-ear,bluetooth,No-gamer,21.0,4.5,287500,USA,high-end
200,audifonos bluetooth xiaomi redmi buds 3 lite + estuche ,XIAOMI,Headphones,bluetooth,No-gamer,0.0,4.5,122890,China,Mobil accessories
201,audifonos in-ear sony ex series mdr-ex15lp azul,SONY,in-ear,wire,No-gamer,245.0,4.5,26900,Japan,high-end
202,audifonos gamer inalambricos logitech g series g435 blanco crudo y lila,LOGITECH,Headphones,bluetooth,gamer,49.0,4.5,304003,Swiss,high-end
203,auriculares in-ear lenovo thinkplu lp40 pro negro ,LENOVO,in-ear,wire,No-gamer,0.0,4.5,100000,China,Mobil accessories
204,audifonos behringer hpm1000 silver y black,BEHRINGER,Headphones,wire,No-gamer,125.0,4.5,92990,Germany,professional
206,audifonos inalambricos jbl tune 760nc blue,JBL,Headphones,bluetooth,No-gamer,15.0,4.5,394500,USA,high-end
207,audifonos lenovo gm2pro inalambrico gaming deportivos ,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,84500,China,Mobil accessories
208,audifonos inalambricos aftershokz openmove gris,AFTERSHOKZ,Headphones,bluetooth,No-gamer,25.0,4.5,439900,USA,high-end
209,auriculares m18 bluetooth 5.1 audifonos power bank linterna,OTHER,Headphones,bluetooth,No-gamer,0.0,4.5,89900,China,Other
210,audifonos inalambricos jbl tune 125bt white,JBL,Headphones,bluetooth,No-gamer,117.0,4.5,142500,USA,high-end
211,audifonos inalambricos xiaomi redmi buds 3 lite negro,XIAOMI,Headphones,bluetooth,No-gamer,0.0,4.5,83000,China,Mobil accessories
214,audifonos in-ear gamer inalambricos lenovo xg01 blanco con luz led,LENOVO,in-ear,bluetooth,gamer,42.0,4.5,148000,China,Mobil accessories
215,audifonos in-ear inalambricos huawei freebuds pro negro carbon,HUAWEI,in-ear,bluetooth,No-gamer,33.0,4.5,545000,China,Mobil accessories
216,audifonos in-ear jbl c50hi negro,JBL,in-ear,wire,No-gamer,42.0,4.5,37700,USA,high-end
218,audifonos jbl tune 500 azul,JBL,Headphones,wire,No-gamer,280.0,4.5,139900,USA,high-end
222,audifonos in-ear inalambricos huawei freebuds 4 silver frost,HUAWEI,in-ear,bluetooth,No-gamer,10.0,4.5,499900,China,Mobil accessories
223,audifonos in-ear xiaomi mi pro hd silver,XIAOMI,in-ear,wire,No-gamer,75.0,4.5,29900,China,Mobil accessories
226,audifonos manos libres huawei control vol. 3.5 mm original,HUAWEI,in-ear,wire,No-gamer,0.0,4.5,29900,China,Mobil accessories
227,audifonos behringer hpx2000 negro y plateado,BEHRINGER,Headphones,wire,No-gamer,25.0,4.5,149000,Germany,professional
228,audifonos 100% lenovo lp40 pro bluetooth 5.1 rosados ya!!,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,83000,China,Mobil accessories
230,manos libres audifonos samsung akg note 10 tipo c original,SAMSUNG,in-ear,wire,No-gamer,0.0,4.5,62000,Korea,Mobil accessories
235,audifonos inalambricos sony wh-xb910n azul,SONY,Headphones,bluetooth,No-gamer,33.0,4.5,1099900,Japan,high-end
237,audifonos inalambricos bluetooth 5.0,OTHER,Headphones,bluetooth,No-gamer,0.0,4.5,34999,China,Other
238,audifonos gamer logitech pro x negro,LOGITECH,Headphones,wire,gamer,28.0,4.5,568900,Swiss,high-end
239,audifonos in-ear jbl tune 110 red,JBL,in-ear,wire,No-gamer,1456.0,4.5,59800,USA,high-end
240,audifonos in-ear inalambricos jbl tune 130nc tws blanco,JBL,in-ear,bluetooth,No-gamer,10.0,4.5,399500,USA,high-end
241,audifonos in-ear inalambricos haylou t series moripods rosa,HAYLOU,in-ear,bluetooth,No-gamer,78.0,4.5,149900,China,Mobil accessories
242,audifonos sony zx series mdr-zx310ap red,SONY,Headphones,wire,No-gamer,900.0,4.5,90000,Japan,high-end
243,audifonos inalambricos de conduccion osea lenovo x3 titanium,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,84900,China,Mobil accessories
244,audifonos inalambricos jbl endurance peak negro,JBL,Headphones,bluetooth,No-gamer,13.0,4.5,470000,USA,high-end
246,audifonos in-ear inalambricos xiaomi mi earphones 2 basic blanco,XIAOMI,in-ear,bluetooth,No-gamer,225.0,4.5,99900,China,Mobil accessories
249,audifonos touch 8d bluetooth 5.0 tactil power bank 2000mah,OTHER,Headphones,bluetooth,No-gamer,0.0,4.5,74900,China,Other
250,audifonos in-ear inalambricos sony wi-c310 white,SONY,in-ear,bluetooth,No-gamer,274.0,4.5,294900,Japan,high-end
252,audifonos inalambrico lenovo lp5 auriculares tws originales,LENOVO,Headphones,bluetooth,No-gamer,0.0,4.5,99900,China,Mobil accessories
255,audifonos beats powerbeats pro totalmente inalambricos - negro,BEATS,Headphones,bluetooth,No-gamer,11.0,4.5,990000,USA,high-end
257,audifonos inalambricos bose 700 black,BOSE,Headphones,bluetooth,No-gamer,22.0,4.5,1869900,USA,professional
259,audifonos inalambricos jbl tune 760nc white,JBL,Headphones,bluetooth,No-gamer,15.0,4.5,375333,USA,high-end
260,audifonos bluetooth inalambricos xiaomi redmi buds 4,XIAOMI,Headphones,bluetooth,No-gamer,0.0,4.5,229990,China,Mobil accessories
261,audifonos in-ear jbl endurance run black,JBL,in-ear,wire,No-gamer,159.0,4.5,124900,USA,high-end
264,audifonos earbuds inalambricos lenovo bluetooth xt90 tws ,LENOVO,in-ear,bluetooth,No-gamer,9.0,4.5,79900,China,Mobil accessories
265,audifonos in-ear jbl endurance run red,JBL,in-ear,wire,No-gamer,159.0,4.5,119900,USA,high-end
267,audifonos inalambricos sony wh-ch510 blanco,SONY,Headphones,bluetooth,No-gamer,686.0,4.5,427900,Japan,high-end
270,audifonos jbl tune 500 blanco,JBL,Headphones,wire,No-gamer,280.0,4.5,121700,USA,high-end
272,audifonos in-ear sony ex series mdr-ex15ap rosa,SONY,in-ear,wire,No-gamer,554.0,4.5,34901,Japan,high-end
277,audifonos in-ear inalambricos lenovo livepods xt96 ,LENOVO,in-ear,bluetooth,No-gamer,4.0,4.5,79199,China,Mobil accessories
282,audifonos in-ear gamer inalambricos sony linkbuds s blanco,SONY,in-ear,bluetooth,gamer,24.0,4.5,1129900,Japan,high-end
285,audifonos gamer inalambricos logitech g series g733 negro con luz  rgb led,LOGITECH,Headphones,bluetooth,gamer,84.0,4.5,723000,Swiss,high-end
286,audifonos in-ear inalambricos samsung galaxy buds pro violeta,SAMSUNG,in-ear,bluetooth,No-gamer,36.0,4.5,580900,Korea,Mobil accessories
289,audifonos akg k72 black,AKG,Headphones,wire,No-gamer,32.0,4.5,210000,Austria,high-end
292,audifonos originales huawei con conector tipo c cm33,HUAWEI,Headphones,wire,No-gamer,0.0,4.5,89990,China,Mobil accessories
293,audifonos akg k240 studio negro,AKG,Headphones,wire,No-gamer,13.0,4.5,354995,Austria,high-end
